# CREATED BY GENE DIAGNOSTICS TOOL on Tue Sep 29 20:51:03 2020
# diag: nrgsummary, run(s): 0018, time window: 0-160.01151(1 steps), species: ions
# original data path: /home/stirkas/Workspace/GENE/genecode/Archives/ImpurityRuns/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  6.7533E+01  1.8051E+00  3.8463E+01  3.1206E-01
  6.7731E+01  1.7990E+00  3.8020E+01  5.6546E-01
  6.7930E+01  1.7641E+00  3.7367E+01  7.7603E-01
  6.8129E+01  1.7161E+00  3.6610E+01  9.5866E-01
  6.8328E+01  1.6484E+00  3.5878E+01  1.1579E+00
  6.8526E+01  1.5306E+00  3.5269E+01  1.3585E+00
  6.8725E+01  1.4095E+00  3.4845E+01  1.5136E+00
  6.8924E+01  1.3210E+00  3.4625E+01  1.6008E+00
  6.9123E+01  1.2824E+00  3.4604E+01  1.6182E+00
  6.9321E+01  1.2980E+00  3.4748E+01  1.5774E+00
  6.9520E+01  1.3310E+00  3.5002E+01  1.5016E+00
  6.9719E+01  1.3695E+00  3.5318E+01  1.4112E+00
  6.9918E+01  1.4204E+00  3.5681E+01  1.3109E+00
  7.0117E+01  1.4883E+00  3.6092E+01  1.1925E+00
  7.0315E+01  1.5608E+00  3.6519E+01  1.0599E+00
  7.0514E+01  1.6207E+00  3.6964E+01  9.2155E-01
  7.0713E+01  1.6740E+00  3.7443E+01  7.9498E-01
  7.0912E+01  1.7063E+00  3.7928E+01  6.9852E-01
  7.1110E+01  1.6979E+00  3.8393E+01  6.4531E-01
  7.1309E+01  1.6430E+00  3.8833E+01  6.5446E-01
  7.1508E+01  1.6014E+00  3.9269E+01  7.0085E-01
  7.1707E+01  1.5932E+00  3.9740E+01  7.3459E-01
  7.1905E+01  1.6000E+00  4.0289E+01  7.4562E-01
  7.2104E+01  1.6483E+00  4.0938E+01  7.4732E-01
  7.2303E+01  1.6978E+00  4.1654E+01  7.5123E-01
  7.2502E+01  1.7270E+00  4.2421E+01  7.6280E-01
  7.2700E+01  1.7460E+00  4.3245E+01  7.8203E-01
  7.2899E+01  1.7420E+00  4.4105E+01  8.0219E-01
  7.3098E+01  1.7192E+00  4.4960E+01  8.3884E-01
  7.3297E+01  1.6984E+00  4.5803E+01  8.9719E-01
  7.3496E+01  1.6969E+00  4.6638E+01  9.4987E-01
  7.3694E+01  1.7304E+00  4.7444E+01  9.9308E-01
  7.3893E+01  1.7689E+00  4.8182E+01  1.0333E+00
  7.4092E+01  1.7582E+00  4.8824E+01  1.0877E+00
  7.4291E+01  1.7516E+00  4.9407E+01  1.1718E+00
  7.4489E+01  1.7806E+00  4.9992E+01  1.2648E+00
  7.4688E+01  1.8191E+00  5.0605E+01  1.3446E+00
  7.4887E+01  1.8464E+00  5.1250E+01  1.4020E+00
  7.5086E+01  1.8722E+00  5.1929E+01  1.4329E+00
  7.5284E+01  1.8917E+00  5.2612E+01  1.4445E+00
  7.5478E+01  1.9037E+00  5.3236E+01  1.4576E+00
  7.5666E+01  1.9166E+00  5.3774E+01  1.4765E+00
  7.5855E+01  1.9243E+00  5.4245E+01  1.4918E+00
  7.6043E+01  1.9471E+00  5.4694E+01  1.5022E+00
  7.6232E+01  2.0047E+00  5.5195E+01  1.5098E+00
  7.6420E+01  2.0625E+00  5.5789E+01  1.5164E+00
  7.6608E+01  2.1222E+00  5.6455E+01  1.5373E+00
  7.6797E+01  2.2036E+00  5.7154E+01  1.5936E+00
  7.6985E+01  2.2905E+00  5.7836E+01  1.6689E+00
  7.7173E+01  2.3732E+00  5.8452E+01  1.7325E+00
  7.7362E+01  2.4413E+00  5.8965E+01  1.7737E+00
  7.7550E+01  2.4550E+00  5.9344E+01  1.7919E+00
  7.7739E+01  2.4181E+00  5.9582E+01  1.7769E+00
  7.7927E+01  2.3446E+00  5.9662E+01  1.7080E+00
  7.8115E+01  2.2560E+00  5.9595E+01  1.5751E+00
  7.8304E+01  2.1983E+00  5.9466E+01  1.4007E+00
  7.8492E+01  2.2016E+00  5.9384E+01  1.2352E+00
